tanggal,T2M,RH2M,WS2M,PS
2023-06-02,24.03,88.34,2.21,95.85
2023-06-01,24.03,87.86,2.1,95.83
2023-05-31,23.83,85.88,1.82,95.83
2023-05-30,23.49,85.51,1.54,95.85
2023-05-29,22.95,85.07,2.04,95.85
2023-05-28,22.69,83.62,2.09,95.8
2023-05-27,23.1,86.12,2.18,95.82
2023-05-26,23.39,87.33,2.26,95.98
2023-05-25,23.64,87.23,2.05,96.05
2023-05-24,24.23,86.2,1.44,96.07
2023-05-23,23.65,85.3,1.32,96.01
2023-05-22,23.09,86.68,1.85,96.03
2023-05-21,23.13,86.79,2.08,96.02
2023-05-20,23.55,86.64,2.23,95.93
2023-05-19,23.96,87.2,1.85,95.99
2023-05-18,23.69,85.68,1.44,96.03
2023-05-17,23.28,83.89,1.37,96.05
2023-05-16,22.99,85.29,1.61,96.07
2023-05-15,22.59,85.3,1.98,96.03
2023-05-14,22.75,86.99,2.5,96.04
2023-05-13,23.33,89.09,2.56,95.96
2023-05-12,24.8,90.82,2.61,95.9
2023-05-11,24.96,90.95,1.82,95.89
2023-05-10,24.89,91.07,1.84,95.77
2023-05-09,24.99,90.69,1.7,95.71
2023-05-08,25.28,86.19,1.34,95.63
2023-05-07,25.14,88.15,1.52,95.58
2023-05-06,25.39,88.18,1.6,95.51
2023-05-05,25.58,87.8,1.53,95.47
2023-05-04,25.56,86.97,1.09,95.64
2023-05-03,25.11,89.83,1.37,95.71
2023-05-02,24.62,90.05,1.5,95.71
2023-05-01,23.99,93.84,1.12,95.57
2023-04-30,25.02,88.51,1.31,95.56
2023-04-29,25.01,89.11,1.37,95.61
2023-04-28,25.43,87.95,1.05,95.61
2023-04-27,25.16,90.69,1.75,95.58
2023-04-26,25.25,88.16,1.23,95.56
2023-04-25,25.47,86.94,1.04,95.6
2023-04-24,25.55,87.54,1.26,95.65
2023-04-23,25.29,88.07,1.49,95.68
2023-04-22,25.05,87.94,2.2,95.62
2023-04-21,24.82,92.63,1.32,95.57
2023-04-20,25.36,87.14,1.32,95.49
2023-04-19,25.1,86.44,1.48,95.65
2023-04-18,24.4,87.19,1.33,95.87
2023-04-17,24.85,80.38,0.67,95.81
2023-04-16,24.61,87.54,1.04,95.66
2023-04-15,24.19,89.19,1.48,95.68
2023-04-14,23.77,90.32,1.5,95.74
2023-04-13,24.07,92.95,1.99,95.66
2023-04-12,25.14,87.96,1.24,95.61
2023-04-11,24.3,90.15,1.81,95.68
2023-04-10,24.18,89.91,1.69,95.76
2023-04-09,24.01,89.62,1.8,95.85
2023-04-08,24.2,89.4,1.55,95.88
2023-04-07,24.24,82.61,0.96,95.86
2023-04-06,24.12,88.56,1.26,95.78
2023-04-05,24.55,82.46,0.85,95.73
2023-04-04,23.68,88.58,1.06,95.73
2023-04-03,24.33,85.64,1.01,95.66
2023-04-02,24.21,84.13,1.02,95.63
2023-04-01,23.84,79.81,1.16,95.74
2023-03-31,24.04,86.72,0.79,95.71
2023-03-30,24.55,87.07,1.12,95.64
2023-03-29,24.54,85.61,0.97,95.72
2023-03-28,23.94,93.3,1.1,95.71
2023-03-27,24.65,88.35,1.22,95.64
2023-03-26,23.52,87.94,0.87,95.64
2023-03-25,23.29,93.36,1.15,95.65
2023-03-24,24.93,90.02,0.69,95.58
2023-03-23,25.44,84.88,0.48,95.57
2023-03-22,25.05,85.66,1.0,95.58
2023-03-21,24.96,89.99,0.99,95.6
2023-03-20,25.47,87.64,0.99,95.62
2023-03-19,25.2,89.56,1.13,95.64
2023-03-18,25.16,87.77,1.1,95.71
2023-03-17,24.15,93.42,0.87,95.76
2023-03-16,24.91,89.61,1.2,95.78
2023-03-15,24.08,85.39,1.37,95.77
2023-03-14,23.05,88.59,1.77,95.69
2023-03-13,23.92,88.7,1.62,95.67
2023-03-12,25.15,82.86,0.93,95.79
2023-03-11,25.09,83.87,1.39,95.83
2023-03-10,24.96,85.88,1.19,95.77
2023-03-09,24.88,84.37,0.95,95.82
2023-03-08,24.38,87.75,1.12,95.91
2023-03-07,24.27,85.18,1.23,95.86
2023-03-06,23.88,88.44,1.86,95.92
2023-03-05,23.71,89.94,2.02,95.96
2023-03-04,23.95,88.83,1.83,96.01
2023-03-03,23.43,89.1,1.29,95.96
2023-03-02,23.75,90.01,1.85,95.9
2023-03-01,23.89,91.73,2.43,95.78
2023-02-28,24.06,89.9,2.2,95.83
2023-02-27,23.48,93.2,2.22,95.82
2023-02-26,23.47,92.51,1.97,95.8
2023-02-25,23.68,93.15,2.19,95.78
2023-02-24,24.31,92.36,2.31,95.66
2023-02-23,23.86,94.48,1.83,95.56
2023-02-22,24.12,91.93,2.08,95.67
2023-02-21,23.97,88.47,1.83,95.7
2023-02-20,24.13,88.16,2.03,95.66
2023-02-19,23.73,88.65,2.23,95.68
2023-02-18,23.71,89.38,2.08,95.64
2023-02-17,23.14,89.73,1.52,95.66
2023-02-16,23.75,91.04,1.45,95.62
2023-02-15,23.76,91.48,2.43,95.54
2023-02-14,23.52,90.86,2.76,95.56
2023-02-13,23.24,91.41,2.33,95.73
2023-02-12,23.58,92.72,1.38,95.72
2023-02-11,24.0,92.03,1.86,95.6
2023-02-10,23.82,90.97,1.54,95.56
2023-02-09,23.62,90.51,1.73,95.58
2023-02-08,22.9,93.05,1.97,95.6
2023-02-07,23.37,91.44,2.5,95.6
2023-02-06,23.46,90.63,2.16,95.57
2023-02-05,23.57,90.85,2.39,95.53
2023-02-04,23.93,89.48,2.08,95.5
2023-02-03,23.46,89.16,2.39,95.58
2023-02-02,23.89,91.0,1.65,95.6
2023-02-01,24.26,90.28,2.27,95.5
2023-01-31,24.0,90.28,2.39,95.55
2023-01-30,23.42,91.77,1.6,95.65
2023-01-29,23.79,90.56,1.66,95.52
2023-01-28,23.12,90.89,1.64,95.45
2023-01-27,23.05,91.9,1.77,95.48
2023-01-26,24.05,91.21,1.88,95.49
2023-01-25,24.37,89.42,1.39,95.45
2023-01-24,25.06,85.52,0.91,95.43
2023-01-23,24.63,82.22,1.01,95.4
2023-01-22,24.13,85.59,1.5,95.52
2023-01-21,23.78,88.87,1.5,95.6
2023-01-20,23.58,90.15,1.38,95.68
2023-01-19,23.56,90.16,1.51,95.72
2023-01-18,23.62,91.09,1.45,95.77
2023-01-17,24.03,89.66,1.48,95.74
2023-01-16,23.64,93.55,1.64,95.59
2023-01-15,24.46,90.08,1.77,95.54
2023-01-14,24.35,87.65,1.85,95.63
2023-01-13,24.04,86.54,1.38,95.76
2023-01-12,24.05,87.05,1.83,95.79
2023-01-11,24.07,86.94,1.52,95.82
2023-01-10,23.97,87.97,1.65,95.87
2023-01-09,24.19,85.26,1.49,95.9
2023-01-08,24.1,86.65,1.66,95.79
2023-01-07,23.73,88.15,1.85,95.71
2023-01-06,23.63,89.3,2.44,95.78
2023-01-05,23.56,89.62,3.2,95.77
2023-01-04,23.86,90.66,3.43,95.69
2023-01-03,23.89,88.66,3.68,95.69
2023-01-02,23.49,90.38,3.15,95.74
2023-01-01,23.52,90.27,2.47,95.79
2022-12-31,23.5,92.64,3.22,95.79
2022-12-30,23.56,93.95,2.09,95.78
2022-12-29,23.51,91.82,2.16,95.76
2022-12-28,24.0,87.74,1.51,95.8
2022-12-27,23.49,90.17,1.89,95.86
2022-12-26,23.57,90.53,2.67,95.8
2022-12-25,23.26,92.01,2.39,95.66
2022-12-24,23.79,90.03,2.0,95.65
2022-12-23,23.83,90.19,2.57,95.51
2022-12-22,24.06,91.07,2.82,95.41
2022-12-21,24.55,87.9,2.17,95.43
2022-12-20,25.0,85.55,1.44,95.45
2022-12-19,24.86,84.86,1.02,95.43
2022-12-18,24.78,84.78,1.13,95.43
2022-12-17,24.31,84.94,1.16,95.52
2022-12-16,23.93,90.73,2.15,95.48
2022-12-15,24.21,93.58,1.12,95.42
2022-12-14,25.1,86.83,0.66,95.63
2022-12-13,25.21,87.6,0.85,95.62
2022-12-12,25.32,85.45,1.29,95.6
2022-12-11,24.93,86.0,1.51,95.63
2022-12-10,24.12,87.3,1.9,95.66
2022-12-09,24.68,86.78,2.13,95.58
2022-12-08,25.45,81.67,1.0,95.57
2022-12-07,24.64,90.01,1.82,95.51
2022-12-06,24.44,90.45,1.22,95.55
2022-12-05,24.63,89.9,1.34,95.59
2022-12-04,24.23,90.76,1.16,95.55
2022-12-03,23.77,89.37,1.42,95.54
2022-12-02,23.9,87.4,1.4,95.5
2022-12-01,23.85,88.17,1.64,95.54
2022-11-30,23.82,88.88,1.61,95.63
2022-11-29,23.82,90.86,1.24,95.64
2022-11-28,24.37,88.12,0.32,95.61
2022-11-27,23.81,90.46,0.78,95.65
2022-11-26,23.78,88.14,1.31,95.78
2022-11-25,24.34,83.06,1.03,95.82
2022-11-24,23.95,89.9,1.22,95.8
2022-11-23,24.38,87.78,1.67,95.7
2022-11-22,24.3,89.26,1.97,95.57
2022-11-21,24.63,84.67,1.5,95.49
2022-11-20,25.17,85.43,0.71,95.46
2022-11-19,24.24,88.87,1.02,95.53
2022-11-18,23.54,93.61,1.85,95.57
2022-11-17,24.69,88.53,1.08,95.57
2022-11-16,24.07,90.44,1.16,95.6
2022-11-15,24.44,90.03,1.1,95.59
2022-11-14,25.27,87.94,1.0,95.61
2022-11-13,24.8,90.57,0.63,95.6
2022-11-12,24.81,88.15,1.18,95.59
2022-11-11,24.2,94.23,1.55,95.6
2022-11-10,24.74,84.88,0.58,95.7
2022-11-09,24.13,89.46,1.18,95.78
2022-11-08,24.56,86.54,0.65,95.82
2022-11-07,24.67,85.35,0.69,95.87
2022-11-06,24.2,91.63,1.38,95.86
2022-11-05,24.82,90.37,1.33,95.88
2022-11-04,24.7,92.4,1.67,95.83
2022-11-03,24.82,88.58,1.42,95.75
2022-11-02,24.83,87.09,2.31,95.73
2022-11-01,24.42,86.66,2.06,95.7
2022-10-31,23.65,84.55,2.27,95.71
2022-10-30,22.95,84.63,2.31,95.69
2022-10-29,22.87,85.26,2.05,95.66
2022-10-28,22.62,85.23,2.12,95.67
2022-10-27,23.66,85.84,2.34,95.65
2022-10-26,24.07,87.9,1.55,95.74
2022-10-25,24.09,89.24,2.46,95.78
2022-10-24,24.34,89.57,2.08,95.75
2022-10-23,24.67,91.04,1.5,95.73
2022-10-22,25.4,83.94,0.71,95.83
2022-10-21,24.64,89.84,1.24,95.85
2022-10-20,24.81,89.03,1.07,95.76
2022-10-19,24.25,90.87,0.71,95.71
2022-10-18,23.92,92.36,1.17,95.68
2022-10-17,24.44,86.9,2.32,95.8
2022-10-16,24.39,85.14,2.2,95.83
2022-10-15,24.3,86.29,2.06,95.69
2022-10-14,24.18,86.81,1.96,95.62
2022-10-13,24.43,86.08,2.29,95.73
2022-10-12,24.2,85.99,2.13,95.82
2022-10-11,23.99,88.66,1.58,95.86
2022-10-10,24.32,89.23,1.53,95.9
2022-10-09,24.83,85.53,1.62,95.83
2022-10-08,24.88,86.55,2.23,95.77
2022-10-07,24.75,88.02,2.14,95.72
2022-10-06,24.29,86.67,2.1,95.78
2022-10-05,24.11,86.4,2.0,95.73
2022-10-04,24.63,82.99,1.91,95.73
2022-10-03,24.33,86.27,2.27,95.65
2022-10-02,25.46,81.59,1.66,95.6
2022-10-01,25.43,81.53,0.77,95.73
2022-09-30,24.73,84.56,1.69,95.77
2022-09-29,25.89,73.35,1.67,95.64
2022-09-28,25.54,70.71,2.52,95.58
2022-09-27,25.38,68.82,2.77,95.64
2022-09-26,25.29,74.49,3.3,95.76
2022-09-25,25.97,73.12,3.09,95.76
2022-09-24,26.16,72.59,2.34,95.75
2022-09-23,26.16,73.42,2.18,95.77
2022-09-22,25.62,75.32,2.56,95.81
2022-09-21,25.13,76.5,1.99,95.85
2022-09-20,25.07,75.34,2.66,95.9
2022-09-19,25.38,72.71,2.55,95.9
2022-09-18,25.65,68.62,2.37,95.86
2022-09-17,25.63,69.49,2.63,95.82
2022-09-16,24.79,77.49,2.8,95.86
2022-09-15,25.03,77.58,3.46,95.94
2022-09-14,25.35,73.74,3.11,96.07
2022-09-13,25.87,72.56,2.78,95.97
2022-09-12,26.09,71.72,1.68,95.76
2022-09-11,25.13,80.26,1.98,95.76
2022-09-10,25.1,81.59,1.96,95.88
2022-09-09,25.02,79.96,1.33,95.96
2022-09-08,25.23,77.3,1.78,95.91
2022-09-07,25.32,76.61,2.31,95.88
2022-09-06,25.5,74.94,2.18,95.81
2022-09-05,25.49,75.28,1.68,95.85
2022-09-04,25.16,76.97,2.25,95.83
2022-09-03,25.01,76.19,2.47,95.81
2022-09-02,25.67,73.87,2.4,95.78
2022-09-01,25.2,77.91,2.41,95.72
2022-08-31,24.85,80.92,1.84,95.65
2022-08-30,24.6,79.55,2.18,95.7
2022-08-29,23.78,79.45,2.24,95.76
2022-08-28,23.35,79.03,2.61,95.74
2022-08-27,23.66,79.36,2.81,95.72
2022-08-26,24.03,80.82,2.51,95.75
2022-08-25,23.68,80.07,2.52,95.82
2022-08-24,22.87,77.52,2.68,95.85
2022-08-23,23.29,80.34,2.89,95.81
2022-08-22,23.61,81.15,2.87,95.81
2022-08-21,23.43,79.79,2.15,95.78
2022-08-20,23.05,77.97,3.2,95.83
2022-08-19,23.52,81.94,3.03,95.82
2022-08-18,23.49,83.56,3.17,95.82
2022-08-17,23.19,82.53,2.75,95.91
2022-08-16,24.06,86.66,1.9,95.84
2022-08-15,24.59,85.81,1.38,95.78
2022-08-14,24.4,87.72,1.14,95.76
2022-08-13,24.98,84.41,1.01,95.76
2022-08-12,24.99,84.77,1.28,95.73
2022-08-11,24.72,86.13,1.92,95.72
2022-08-10,23.91,86.97,2.07,95.74
2022-08-09,23.01,86.85,2.34,95.74
2022-08-08,23.24,86.77,2.28,95.75
2022-08-07,23.11,88.43,2.27,95.78
2022-08-06,22.83,86.05,1.79,95.81
2022-08-05,22.48,86.04,1.8,95.81
2022-08-04,22.76,84.88,2.28,95.8
2022-08-03,24.08,87.74,1.96,95.74
2022-08-02,23.77,88.63,1.56,95.69
2022-08-01,23.29,82.79,1.32,95.64
2022-07-31,22.74,84.14,1.37,95.67
2022-07-30,22.54,85.51,1.78,95.74
2022-07-29,22.92,86.52,2.02,95.75
2022-07-28,23.24,86.59,1.88,95.73
2022-07-27,23.24,87.18,2.1,95.69
2022-07-26,21.77,85.42,1.98,95.78
2022-07-25,20.58,83.83,2.36,95.77
2022-07-24,21.43,85.81,2.81,95.72
2022-07-23,22.39,88.0,2.37,95.8
2022-07-22,22.56,86.66,2.36,95.88
2022-07-21,22.32,87.84,2.34,95.86
2022-07-20,22.42,86.03,1.8,95.78
2022-07-19,22.95,88.87,2.3,95.72
2022-07-18,23.46,88.45,2.2,95.74
2022-07-17,23.31,89.38,1.89,95.86
2022-07-16,23.24,88.99,1.96,95.86
2022-07-15,23.44,88.62,2.16,95.75
2022-07-14,23.69,87.65,1.74,95.69
2022-07-13,23.64,89.21,1.67,95.67
2022-07-12,23.52,90.3,2.44,95.71
2022-07-11,23.49,89.53,2.23,95.81
2022-07-10,22.77,87.48,1.99,95.73
2022-07-09,21.56,86.41,1.86,95.75
2022-07-08,21.41,87.23,2.16,95.8
2022-07-07,22.56,88.3,2.16,95.83
2022-07-06,23.75,89.11,2.14,95.8
2022-07-05,24.47,88.48,1.28,95.68
2022-07-04,24.21,89.77,1.34,95.64
2022-07-03,24.82,89.01,1.16,95.57
2022-07-02,23.87,89.36,1.9,95.61
2022-07-01,23.05,88.05,2.86,95.7
2022-06-30,23.24,88.26,2.3,95.68
2022-06-29,22.63,84.85,1.81,95.69
2022-06-28,22.65,86.89,2.3,95.73
2022-06-27,23.22,88.86,2.81,95.82
2022-06-26,23.73,87.8,2.2,95.77
2022-06-25,23.62,89.66,2.21,95.67
2022-06-24,23.55,88.11,2.36,95.76
2022-06-23,23.83,88.61,2.43,95.84
2022-06-22,23.5,86.68,2.08,95.78
2022-06-21,23.74,86.24,1.79,95.65
2022-06-20,23.81,88.73,2.1,95.64
2022-06-19,24.21,88.61,1.76,95.76
2022-06-18,24.61,85.92,1.07,95.78
2022-06-17,24.55,85.21,0.81,95.78
2022-06-16,24.32,88.82,1.33,95.78
2022-06-15,24.13,88.37,1.45,95.75
2022-06-14,24.4,87.43,1.02,95.75
2022-06-13,24.22,88.68,1.34,95.75
2022-06-12,24.36,88.88,0.93,95.76
2022-06-11,25.01,86.61,1.11,95.68
2022-06-10,24.55,87.38,1.06,95.66
2022-06-09,24.48,86.44,1.23,95.72
2022-06-08,24.38,87.02,1.28,95.7
2022-06-07,24.19,90.03,1.69,95.67
2022-06-06,24.27,86.76,1.07,95.69
2022-06-05,24.13,89.18,1.21,95.73
2022-06-04,24.18,89.37,1.04,95.77
2022-06-03,24.1,87.45,1.29,95.75
2022-06-02,23.47,88.46,1.23,95.75
2022-06-01,24.17,90.44,0.95,95.7
2022-05-31,24.57,84.5,1.01,95.63
2022-05-30,23.93,89.9,1.69,95.62
2022-05-29,24.01,89.73,1.41,95.7
2022-05-28,25.06,83.89,0.48,95.72
2022-05-27,23.89,88.61,1.0,95.75
2022-05-26,23.48,93.97,1.61,95.81
2022-05-25,25.09,88.35,1.19,95.79
